"sample","PC1","PC2","PC3","PC4","PC5","PC6"
"GSM776177",1.65099058692199,1.07342805782566,0.83481366098477,-0.0472896664099201,-0.174854183416063,0.0648598393984519
"GSM776178",-0.939595741246891,-1.3393091558171,0.342592136164802,-0.707278999219302,-0.0356297050875577,0.566665980227258
"GSM776179",0.000937766357448893,-0.0675768222754094,-0.5788623208188,-0.255603819398741,-0.330968300680799,-0.0900128886174291
"GSM776180",-0.479826639611269,0.718968193212673,-0.233864834297449,0.862322187876518,-0.0827890680235707,0.45477033644722
"GSM776181",-0.162542465760242,0.207757478467483,0.0719701782473168,-0.639105509651835,1.17348075403693,0.523561895185691
"GSM776182",0.18055891069803,0.0319445856207631,-0.513876081165265,0.594933823221721,-0.538899150489493,-0.46245942632332
"GSM776183",-1.23836570116534,-0.409166005042925,-0.863887986178883,0.284007169676379,-0.453780393904796,0.00105281908612587
"GSM776184",1.12824426642895,-0.553176503531525,0.426261646414188,-0.403099418501176,-0.324341401123001,-0.0745032797784912
"GSM776185",-2.49678922392378,-1.0641785804807,-0.179704147669284,0.738775779539838,-0.0211751205915683,-0.10676666111153
"GSM776186",-2.2141802901227,-0.317306194149046,0.0637091701901748,-0.148473649071736,-0.23485621143749,0.101137901208636
"GSM776187",-0.172245119784958,-1.57370943448261,1.22215646617708,0.159602978930822,0.207575013438605,0.441702449345908
"GSM776188",-3.38487708078403,-0.734090733570317,-0.881251488538492,-0.944058720181079,-0.148851573118368,-0.211681820165998
"GSM776189",-3.14527873532114,-0.757593755590544,-0.172813907906319,-0.532517261312763,0.816890506367068,-1.22264105332983
"GSM776190",-1.08254227204696,0.841547869256114,-1.1910038265553,0.361437704073216,0.0979025545494703,0.344889799483144
"GSM776191",-1.19864580571772,-1.39640874930724,0.272385338975038,-0.241154626666435,-0.467557850224015,-1.24207398622426
"GSM776192",-2.52592038064571,-0.539839246835559,-0.728912510961989,-0.287952078207282,-0.0261235876949239,-0.968387086458721
"GSM776193",-1.56772853310096,-0.419436504301157,0.418187102526732,0.890278696511059,-0.394466663522267,0.140731243670449
"GSM776194",-0.148134616226632,-0.0580769000800887,-0.816656083094327,0.888239752017854,0.435444839365485,-0.327194227663246
"GSM776195",-3.16931247939935,0.441279757654716,-0.534269007081867,-0.729861613039786,0.477047227463925,-0.254270221247171
"GSM776196",-1.16396306985874,0.986091672135219,-1.05536377813996,1.63399398420295,0.489461618840636,0.507365333038296
"GSM776197",0.0292919272357116,-0.882339318720846,-0.316832688218898,-0.258884859804888,-0.121918177303231,0.41316161399905
"GSM776198",-1.0265825727487,-1.33097070800231,0.121925567643021,0.537742239083979,0.295100276102571,-0.145036475686955
"GSM776199",1.82208781128482,0.624551994561259,-0.114567352879633,-0.0488596779142009,0.0783369530952419,0.160558565080594
"GSM776200",1.17945118134904,-0.992821029060135,-0.31056188753444,-0.095526321991453,-0.476282187410388,-0.00600790068438645
"GSM776201",-0.63378158062118,-1.30187829432198,-0.595246361568267,-0.234254355355892,0.365791604234034,0.428078508591082
"GSM776202",0.693621655633388,-0.478823763913613,-0.0602879445155249,0.0306444419631314,-0.0941619045813158,0.445249846224809
