"sample","Macrophage-rich program","T cell-inflamed program","Immune-inflamed / antigen-presentation program","Stromal / fibrotic program","Immune-cold / exclusion-associated program","Proliferative / cycling program"
"GSM5482907",0.490397420090223,0.241216770477498,0.494820575655422,0.646068327168389,0.453176856137292,0.362843774198765
"GSM5482908",0.410806051295706,0.27559039542849,0.43395864510381,0.51906448911796,0.378207124811679,0.46319525485077
"GSM5482909",0.417449085409955,0.071985827232061,0.41655970821243,0.511620756983373,0.31638963793146,0.554168597216119
"GSM5482910",0.578050689873644,0.496052227853839,0.676930366824222,0.535350414901448,0.453380006528178,0.40528562118415
"GSM5482911",0.589025038931157,0.400388689926558,0.642084588305228,0.536190187270006,0.403188217971248,0.151243584867655
"GSM5482912",0.527488568023791,0.36090239428091,0.523851061252786,0.715542171387059,0.486286096431179,0.401365328062726
"GSM5482913",0.42627277642831,0.336894687601882,0.460989568794268,0.341739018736019,0.318837059323243,0.546368006239893
"GSM5482914",0.327227600521115,0.311661738827451,0.557796208850876,0.317534216921532,0.281545697686643,0.458724181489815
"GSM5482915",0.453031294393699,0.351615112321744,0.496453481821768,0.530133982994065,0.392012552473122,0.464757095012058
"GSM5482916",0.390488666861475,0.365394912614653,0.565193896128637,0.344327715497547,0.332663935658269,0.452244626288915
"GSM5482917",0.440196936471727,0.278968993469854,0.572725170946134,0.566125522855631,0.427620697475398,0.404183852670988
"GSM5482918",0.467409862867557,0.202075585958598,0.468065774372975,0.47009526513928,0.343100801781557,0.55927349114343
"GSM5482919",0.322339585028499,0.140101958238555,0.446095898627069,0.566636834866717,0.41237341251329,0.372809932728236
"GSM5482920",0.532669456484152,0.386029825182691,0.558917277507784,0.631976157855797,0.387348706309727,0.466805919508288
"GSM5482921",0.459571621183112,0.366960325206601,0.524075492163098,0.592203318936482,0.510591150867486,0.366741105724494
"GSM5482922",0.453677170552526,0.421819080901739,0.601915704171421,0.562133293933858,0.403995638830369,0.459007429446989
"GSM5482923",0.375073971443658,0.159339349023424,0.417766436049383,0.469938536416053,0.308363897755013,0.576905784049737
"GSM5482924",0.465858148636174,0.353643671671543,0.533786328722163,0.567121569058356,0.412795781945356,0.522466142745801
"GSM5482925",0.317781750240033,0.083357730131103,0.431234082766848,0.523800014528075,0.297802602396649,0.554939988057334
"GSM5482926",0.23003797029824,0.00670569829810284,0.428755804284262,0.285324035418291,0.267056008664112,0.550892037882248
"GSM5482927",0.403414994722403,0.281344187083124,0.514239324349182,0.42770903486909,0.320067506110619,0.569649868863399
"GSM5482928",0.400632305546942,0.331300754812218,0.559154317368179,0.307417081668096,0.286107778517332,0.51976628469793
"GSM5482929",0.419348089141239,0.245269981752487,0.472515751998814,0.468637995635978,0.357788364856272,0.546182743366397
"GSM5482930",0.386008884166317,0.361141104739527,0.550180784914894,0.53648700808298,0.424324558424369,0.336838655349443
"GSM5482931",0.399050653385192,0.313997256998175,0.556937254723749,0.615116163789174,0.41403377234537,0.489177929465866
"GSM5482932",0.421939182241145,0.457538204075422,0.579143237208067,0.600344947626963,0.435634204276203,0.292269386093668
"GSM5482933",0.51365470752101,0.415028273133424,0.586853267842233,0.500714535160228,0.380691237460984,0.546310702770426
